MeterID,Zone,ConsumerType,Date,EnergyConsumed_kWh,PeakUsage_kWh,OutageMinutes,MeterStatus,TariffRate
MTR0394,West,Commercial,2025-10-19,370,96.29,78,Active,9.29
MTR0395,South,Commercial,2025-09-07,445,58.47,83,Active,9.43
MTR0396,West,Industrial,2025-10-23,1208,257.83,88,Active,5.17
MTR0397,South,Commercial,2025-06-27,625,91.72,105,Active,11.41
MTR0398,North,Residential,2025-11-26,163,45.07,9,Active,6.74
MTR0399,Central,Commercial,2025-01-26,392,75.5,30,Active,7.61
MTR0400,West,Commercial,2025-02-15,473,140.25,95,Active,5.22
MTR0401,East,Residential,2025-10-13,238,66.69,71,Active,9.2
MTR0402,Central,Commercial,2025-01-28,522,129.98,46,Active,5.3
MTR0403,South,Residential,2025-06-24,220,47.07,89,Active,10.78
MTR0404,East,Residential,2025-07-29,112,17.22,119,Faulty,6.01
MTR0405,South,Industrial,2025-06-23,542,140.37,57,Active,8.63
MTR0406,West,Residential,2025-09-13,131,37.77,107,Active,10.97
MTR0407,South,Industrial,2025-10-24,635,151.35,77,Faulty,8.03
MTR0408,East,Commercial,2025-11-08,413,121.71,57,Active,5.47
MTR0409,West,Industrial,2025-09-20,871,203.7,25,Active,9.5
MTR0410,Central,Industrial,2025-03-09,1064,260.65,41,Active,9.83
MTR0411,West,Commercial,2025-10-26,639,109.57,108,Active,4.59
MTR0412,North,Residential,2025-07-15,104,16.22,96,Active,11.38
MTR0413,Central,Residential,2025-02-01,139,25.65,57,Active,10.58
MTR0414,West,Residential,2025-11-28,268,69.99,102,Active,9.35
MTR0415,North,Commercial,2025-07-18,650,84.29,95,Active,8.84
MTR0416,East,Residential,2025-11-21,294,74.36,25,Active,11.25
MTR0417,Central,Commercial,2025-04-01,390,55.18,5,Active,8.4
MTR0418,South,Residential,2025-10-27,184,45.58,19,Active,11.0
MTR0419,West,Residential,2025-11-17,279,73.15,70,Active,9.99
MTR0420,Central,Industrial,2025-04-23,613,91.14,69,Active,5.14
MTR0421,South,Residential,2025-12-06,181,28.84,96,Active,7.82
MTR0422,West,Industrial,2025-01-05,891,145.47,82,Active,8.85
MTR0423,North,Industrial,2025-06-14,907,197.04,36,Active,8.12
MTR0424,Central,Industrial,2025-09-18,561,158.03,24,Active,5.08
MTR0425,North,Residential,2025-10-03,204,32.22,80,Active,10.55
MTR0426,East,Residential,2025-04-16,206,52.41,19,Active,9.52
MTR0427,North,Residential,2025-02-07,82,18.33,29,Faulty,7.35
MTR0428,East,Industrial,2025-07-27,546,131.69,68,Active,9.54
MTR0429,North,Industrial,2025-10-27,910,126.59,100,Active,8.75
MTR0430,Central,Commercial,2025-07-15,628,93.03,28,Active,7.24
MTR0431,West,Commercial,2025-11-21,429,125.41,1,Active,8.39
MTR0432,North,Residential,2025-01-03,274,59.88,10,Active,9.74
MTR0433,Central,Residential,2025-07-31,245,37.51,78,Active,5.86
MTR0434,South,Industrial,2025-10-18,1022,136.1,85,Active,5.19
MTR0435,West,Commercial,2025-06-19,325,44.85,79,Active,5.85
MTR0436,East,Commercial,2025-06-18,586,129.97,46,Active,11.21
MTR0437,South,Residential,2025-06-10,178,30.22,46,Active,9.63
MTR0438,East,Commercial,2025-08-17,456,63.65,82,Active,10.39
MTR0439,South,Industrial,2025-04-11,567,159.09,108,Active,4.72
MTR0440,West,Industrial,2025-07-27,587,97.98,114,Faulty,7.8
MTR0441,South,Commercial,2025-07-20,548,111.6,65,Active,7.05
MTR0442,North,Industrial,2025-05-03,714,103.72,20,Active,11.14
MTR0443,South,Industrial,2025-09-05,766,123.87,33,Active,4.8
MTR0444,South,Industrial,2025-07-04,950,120.82,83,Active,9.43
MTR0445,West,Industrial,2025-05-21,1059,198.88,48,Active,9.07
MTR0446,North,Industrial,2025-05-09,1059,194.35,111,Active,10.05
MTR0447,West,Residential,2025-09-14,124,16.6,82,Active,5.55
MTR0448,South,Commercial,2025-11-05,621,165.19,92,Active,9.23
MTR0449,East,Residential,2025-10-30,103,16.88,16,Active,5.63
MTR0450,West,Residential,2025-10-21,130,37.19,66,Faulty,8.7
MTR0451,West,Industrial,2025-01-10,594,119.31,60,Faulty,5.69
MTR0452,East,Industrial,2025-03-15,1183,198.29,92,Active,10.96
MTR0453,West,Industrial,2025-02-05,890,124.19,25,Active,10.87
MTR0454,East,Residential,2025-11-07,88,24.46,68,Active,5.32
MTR0455,East,Industrial,2025-03-08,536,114.69,47,Faulty,9.38
MTR0456,East,Residential,2025-09-04,169,33.22,32,Active,6.13
MTR0457,North,Commercial,2025-11-03,463,56.02,95,Active,8.55
MTR0458,North,Industrial,2025-01-04,730,141.32,13,Active,9.06
MTR0459,Central,Commercial,2025-10-02,554,165.38,50,Active,7.39
MTR0460,West,Commercial,2025-04-02,577,95.6,39,Active,9.92
MTR0461,East,Industrial,2025-03-12,772,201.46,20,Active,8.06
MTR0462,Central,Industrial,2025-11-11,878,232.48,105,Active,10.98
MTR0463,East,Residential,2025-02-02,137,31.46,92,Active,11.39
MTR0464,West,Industrial,2025-09-24,560,131.74,56,Active,10.45
MTR0465,West,Commercial,2025-04-10,602,147.92,78,Active,4.75
MTR0466,South,Industrial,2025-01-01,813,149.24,50,Active,5.9
MTR0467,North,Industrial,2025-12-27,1078,270.26,71,Faulty,6.94
MTR0468,Central,Residential,2025-11-07,109,18.2,52,Active,8.41
MTR0469,West,Commercial,2025-06-24,560,149.17,73,Active,7.6
MTR0470,East,Industrial,2025-09-05,1007,283.34,110,Active,5.31
MTR0471,North,Commercial,2025-11-21,616,119.65,45,Active,4.57
MTR0472,Central,Residential,2025-05-28,126,16.84,119,Active,6.7
MTR0473,South,Industrial,2025-05-18,737,186.23,30,Active,10.61
MTR0474,South,Residential,2025-04-14,142,36.95,15,Faulty,9.23
MTR0475,East,Industrial,2025-01-04,1020,236.35,63,Faulty,10.67
MTR0476,West,Commercial,2025-09-09,541,86.55,73,Active,8.18
MTR0477,East,Commercial,2025-10-04,537,147.61,99,Active,11.34
MTR0478,West,Commercial,2025-06-11,262,49.33,12,Active,8.79
MTR0479,Central,Residential,2025-10-08,187,54.7,43,Active,7.99
MTR0480,South,Commercial,2025-12-25,451,90.71,73,Active,8.53
MTR0481,South,Residential,2025-05-19,168,26.09,102,Faulty,5.55
MTR0482,North,Residential,2025-08-04,253,54.68,40,Active,6.6
MTR0483,West,Industrial,2025-01-25,654,103.84,32,Active,8.91
MTR0484,East,Industrial,2025-06-21,880,160.11,52,Active,10.57
MTR0485,West,Residential,2025-10-23,275,41.64,99,Active,6.78
MTR0486,West,Commercial,2025-08-17,461,93.8,18,Faulty,8.98
MTR0487,Central,Commercial,2025-11-20,531,71.28,43,Active,6.72
MTR0488,Central,Industrial,2025-05-17,918,256.84,99,Faulty,7.04
MTR0489,West,Industrial,2025-08-19,670,95.48,30,Active,11.08
MTR0490,North,Residential,2025-03-27,169,48.78,60,Active,4.68
MTR0491,East,Industrial,2025-02-12,1131,152.88,119,Faulty,6.67
MTR0492,South,Industrial,2025-05-26,625,134.26,21,Active,9.14
MTR0493,Central,Commercial,2025-08-28,425,61.34,89,Active,8.64
MTR0494,East,Industrial,2025-11-22,1084,190.5,44,Active,6.09
MTR0495,North,Commercial,2025-06-07,460,80.34,0,Active,9.81
MTR0496,South,Commercial,2025-05-27,565,164.11,61,Active,9.86
MTR0497,Central,Industrial,2025-04-29,886,171.98,71,Active,6.25
MTR0498,East,Commercial,2025-04-23,300,63.9,102,Faulty,10.15
MTR0499,Central,Commercial,2025-11-29,391,106.99,23,Active,5.27
MTR0500,East,Industrial,2025-08-20,1007,178.96,19,Active,8.24
MTR0501,South,Residential,2025-05-25,129,20.89,19,Active,6.02
MTR0502,East,Commercial,2025-09-13,509,68.43,96,Faulty,4.89
MTR0503,East,Residential,2025-10-06,212,56.63,106,Active,11.32
MTR0504,South,Commercial,2025-08-15,305,76.97,12,Active,11.37
MTR0505,East,Commercial,2025-12-15,400,101.62,70,Active,6.27
MTR0506,Central,Residential,2025-07-04,87,14.14,55,Active,5.67
MTR0507,Central,Industrial,2025-03-03,494,110.95,88,Active,8.67
MTR0508,Central,Residential,2025-05-08,143,41.12,97,Active,4.92
MTR0509,South,Industrial,2025-10-02,1008,178.43,71,Active,9.8
MTR0510,East,Industrial,2025-04-09,863,142.5,5,Active,7.56
MTR0511,Central,Industrial,2025-12-23,1083,235.93,41,Active,6.43
MTR0512,West,Industrial,2025-03-24,695,120.39,33,Active,7.68
MTR0513,West,Commercial,2025-04-05,577,102.55,8,Active,8.27
MTR0514,East,Residential,2025-09-26,223,39.71,82,Active,5.17
MTR0515,North,Residential,2025-03-08,118,24.47,12,Active,8.99
MTR0516,East,Industrial,2025-09-08,1116,143.78,28,Active,5.0
MTR0517,South,Industrial,2025-09-09,1141,211.05,95,Faulty,7.41
MTR0518,Central,Industrial,2025-01-30,1026,258.73,106,Active,11.11
MTR0519,West,Residential,2025-02-21,143,22.13,84,Active,8.88
MTR0520,South,Industrial,2025-10-13,1178,284.38,89,Active,10.68
MTR0521,South,Residential,2025-10-09,182,39.33,76,Active,6.97
MTR0522,Central,Industrial,2025-06-16,1183,317.88,41,Active,8.44
MTR0523,South,Commercial,2025-10-09,471,137.89,0,Active,11.38
MTR0524,West,Residential,2025-09-23,132,39.23,27,Faulty,4.65
MTR0525,Central,Industrial,2025-09-19,1084,148.48,58,Active,5.47
MTR0526,Central,Industrial,2025-05-08,798,177.7,72,Faulty,9.64
MTR0527,Central,Commercial,2025-03-30,563,71.35,103,Active,5.05
MTR0528,North,Commercial,2025-06-28,472,120.16,108,Active,4.58
MTR0529,East,Residential,2025-06-06,263,58.3,41,Active,6.05
MTR0530,North,Industrial,2025-07-21,1133,154.33,55,Active,7.26
MTR0531,South,Commercial,2025-02-12,592,113.58,10,Active,7.54
MTR0532,South,Residential,2025-09-04,253,60.06,25,Active,11.48
MTR0533,West,Residential,2025-05-05,119,28.95,73,Active,9.2
MTR0534,East,Commercial,2025-06-28,397,102.64,21,Faulty,8.81
MTR0535,East,Industrial,2025-03-16,744,181.06,19,Active,10.47
MTR0536,North,Industrial,2025-01-28,667,81.69,88,Active,6.64
MTR0537,East,Residential,2025-06-19,139,30.35,96,Active,7.88
MTR0538,South,Industrial,2025-12-24,1143,146.11,21,Active,5.9
MTR0539,West,Commercial,2025-01-28,573,108.84,34,Active,10.89
MTR0540,Central,Residential,2025-01-10,163,48.31,65,Faulty,5.2
MTR0541,Central,Commercial,2025-11-02,300,63.04,58,Active,9.49
MTR0542,North,Residential,2025-09-29,188,47.75,2,Active,6.96
MTR0543,Central,Residential,2025-09-14,162,45.06,113,Faulty,11.43
MTR0544,West,Commercial,2025-04-26,421,57.17,48,Active,9.25
MTR0545,South,Commercial,2025-05-04,347,98.46,42,Active,5.42
MTR0546,South,Industrial,2025-10-05,863,244.85,55,Faulty,11.33
MTR0547,South,Industrial,2025-10-17,617,179.39,15,Active,10.38
MTR0548,South,Industrial,2025-01-16,939,187.56,119,Active,8.96
MTR0549,Central,Residential,2025-04-07,90,23.15,78,Active,8.74
MTR0550,West,Residential,2025-11-02,164,22.03,99,Active,8.02
MTR0551,West,Commercial,2025-12-31,470,97.98,17,Active,6.08
MTR0552,East,Residential,2025-05-19,190,48.72,8,Active,11.18
MTR0553,East,Industrial,2025-09-08,786,151.6,5,Active,10.27
MTR0554,Central,Commercial,2025-11-10,601,141.51,90,Active,8.14
MTR0555,East,Commercial,2025-01-22,545,161.91,5,Active,8.11
MTR0556,North,Residential,2025-05-30,208,42.23,54,Active,10.93
MTR0557,West,Residential,2025-08-26,289,40.57,99,Active,10.76
MTR0558,West,Residential,2025-07-21,168,25.57,75,Faulty,10.77
MTR0559,East,Residential,2025-05-09,157,21.42,90,Active,7.04
MTR0560,West,Industrial,2025-07-16,691,151.37,5,Active,10.89
MTR0561,West,Industrial,2025-03-18,669,130.81,39,Active,11.23
MTR0562,Central,Industrial,2025-04-03,687,159.43,32,Active,7.98
MTR0563,East,Industrial,2025-01-03,750,169.5,60,Active,7.59
MTR0564,West,Industrial,2025-01-04,790,101.76,18,Active,6.94
MTR0565,South,Residential,2025-12-08,249,71.13,6,Active,11.46
MTR0566,South,Industrial,2025-05-26,1111,326.56,95,Active,11.02
MTR0567,North,Commercial,2025-06-15,478,129.92,8,Active,5.44
MTR0568,Central,Commercial,2025-09-27,524,120.61,13,Active,11.36
MTR0569,West,Residential,2025-09-05,254,42.35,73,Faulty,6.98
MTR0570,South,Industrial,2025-10-16,1190,248.29,23,Faulty,6.13
MTR0571,Central,Residential,2025-01-01,105,26.54,26,Active,11.49
MTR0572,East,Residential,2025-06-20,176,21.48,25,Active,6.28
MTR0573,North,Commercial,2025-06-03,511,71.79,42,Active,9.57
MTR0574,West,Residential,2025-03-31,170,48.43,102,Active,5.45
MTR0575,South,Industrial,2025-08-24,1005,288.44,7,Active,6.6
MTR0576,Central,Industrial,2025-10-02,1113,293.74,113,Active,4.96
MTR0577,South,Commercial,2025-01-16,490,133.1,73,Active,5.81
MTR0578,North,Commercial,2025-12-28,298,40.42,112,Active,7.66
MTR0579,Central,Residential,2025-09-26,184,48.08,99,Active,5.15
MTR0580,West,Residential,2025-09-05,231,66.12,93,Faulty,6.67
MTR0581,Central,Residential,2025-02-20,218,54.59,58,Active,10.55
MTR0582,North,Residential,2025-06-09,113,23.06,5,Active,9.86
MTR0583,Central,Residential,2025-10-23,180,28.1,36,Active,6.73
MTR0584,East,Industrial,2025-03-02,676,95.05,79,Active,5.22
MTR0585,West,Commercial,2025-10-09,404,90.23,21,Active,8.79
MTR0586,Central,Industrial,2025-08-16,569,160.8,6,Active,4.88
MTR0587,East,Commercial,2025-04-02,590,136.25,39,Active,5.89
MTR0588,West,Residential,2025-08-27,264,36.3,39,Active,9.47
MTR0589,East,Commercial,2025-04-29,336,95.53,50,Active,10.92
MTR0590,Central,Commercial,2025-08-21,305,42.8,61,Active,5.7
MTR0591,Central,Industrial,2025-10-22,636,169.91,101,Active,8.39
MTR0592,North,Commercial,2025-09-30,487,79.35,31,Active,11.32
MTR0593,East,Residential,2025-06-24,168,37.31,43,Active,6.15
MTR0594,North,Industrial,2025-12-31,656,117.14,12,Active,5.73
MTR0595,East,Residential,2025-11-03,135,24.16,82,Active,5.13
MTR0596,South,Industrial,2025-11-22,1175,236.8,37,Active,8.55
MTR0597,South,Residential,2025-12-15,179,51.07,119,Active,11.38
MTR0598,Central,Residential,2025-10-26,113,30.8,109,Active,7.08
MTR0599,West,Residential,2025-01-01,239,65.92,30,Active,8.63
MTR0600,Central,Industrial,2025-07-15,994,157.07,22,Active,5.82
MTR0601,East,Commercial,2025-08-02,393,56.66,9,Active,5.51
MTR0602,East,Industrial,2025-08-12,673,184.96,114,Active,8.73
MTR0603,East,Industrial,2025-04-03,984,263.33,49,Active,5.8
MTR0604,West,Residential,2025-10-23,221,42.86,69,Active,4.73
MTR0605,North,Industrial,2025-09-05,1135,332.68,10,Active,9.62
MTR0606,Central,Commercial,2025-09-22,508,83.38,80,Active,11.22
MTR0607,North,Industrial,2025-11-21,805,227.53,68,Active,7.78
MTR0608,West,Commercial,2025-10-21,482,82.93,4,Active,8.68
MTR0609,Central,Industrial,2025-10-16,1184,265.29,73,Active,11.43
MTR0610,West,Residential,2025-05-27,248,33.19,100,Active,5.43
MTR0611,Central,Commercial,2025-05-12,309,87.7,94,Active,7.63
MTR0612,South,Commercial,2025-12-25,545,149.96,43,Faulty,11.27
MTR0613,West,Residential,2025-09-11,221,55.4,21,Active,9.64
MTR0614,Central,Residential,2025-11-25,148,30.12,60,Active,9.72
MTR0615,West,Residential,2025-07-14,177,38.14,55,Active,10.99
MTR0616,East,Commercial,2025-12-14,506,69.59,68,Active,11.19
MTR0617,East,Industrial,2025-11-30,790,208.89,32,Active,7.24
MTR0618,South,Industrial,2025-12-11,1055,255.3,23,Active,4.57
MTR0619,North,Residential,2025-01-07,178,43.32,44,Active,6.48
MTR0620,South,Residential,2025-01-13,245,71.32,81,Active,11.2
MTR0621,North,Industrial,2025-03-08,1166,327.97,89,Active,6.56
MTR0622,North,Industrial,2025-08-21,1204,200.25,99,Active,9.94
MTR0623,East,Commercial,2025-06-20,384,76.53,62,Faulty,5.9
MTR0624,East,Residential,2025-11-27,254,65.63,27,Active,5.24
MTR0625,East,Industrial,2025-05-13,563,125.46,32,Active,4.63
MTR0626,East,Residential,2025-12-01,272,45.68,89,Active,7.24
MTR0627,North,Industrial,2025-12-29,977,265.67,99,Active,4.99
MTR0628,South,Residential,2025-07-16,251,72.37,45,Active,6.62
MTR0629,North,Industrial,2025-11-28,1070,143.9,58,Active,6.53
MTR0630,South,Residential,2025-10-11,94,16.34,49,Faulty,8.91
MTR0631,Central,Commercial,2025-02-13,471,59.55,3,Active,8.65
MTR0632,East,Commercial,2025-02-02,622,134.42,106,Active,11.27
MTR0633,North,Residential,2025-06-23,125,17.66,103,Active,8.16
MTR0634,West,Residential,2025-10-24,137,28.5,2,Active,10.93
MTR0635,North,Residential,2025-12-26,248,58.0,115,Active,10.06
MTR0636,East,Industrial,2025-03-29,602,126.11,102,Active,4.94
MTR0637,South,Commercial,2025-06-22,465,67.29,107,Faulty,5.99
MTR0638,North,Industrial,2025-03-30,638,92.78,53,Active,7.09
MTR0639,South,Commercial,2025-05-05,262,68.75,80,Active,9.94
MTR0640,North,Commercial,2025-02-11,244,60.32,75,Faulty,7.41
MTR0641,East,Industrial,2025-03-06,1169,250.35,52,Active,5.72
MTR0642,North,Industrial,2025-04-03,608,111.03,0,Active,5.84
MTR0643,West,Residential,2025-11-13,180,36.64,80,Active,6.43
MTR0644,South,Residential,2025-03-18,201,48.37,5,Active,7.05
MTR0645,South,Commercial,2025-05-09,550,76.34,6,Faulty,5.73
MTR0646,North,Commercial,2025-09-21,322,72.99,41,Active,9.73
MTR0647,Central,Residential,2025-02-26,173,43.73,111,Active,10.74
MTR0648,North,Commercial,2025-10-27,275,43.7,78,Active,7.21
MTR0649,South,Commercial,2025-04-10,438,79.04,4,Active,4.92
MTR0650,South,Residential,2025-08-27,220,35.11,37,Active,10.03
MTR0651,West,Residential,2025-10-23,253,69.39,62,Faulty,6.02
MTR0652,East,Commercial,2025-05-23,480,85.88,74,Active,10.99
MTR0653,South,Industrial,2025-01-03,581,146.43,64,Active,8.22
MTR0654,East,Industrial,2025-02-20,736,162.31,1,Active,7.35
MTR0655,South,Residential,2025-07-03,146,17.94,85,Active,9.42
MTR0656,West,Industrial,2025-10-26,971,269.31,51,Active,10.6
MTR0657,East,Industrial,2025-11-21,601,168.77,42,Active,6.58
MTR0658,Central,Industrial,2025-11-10,702,162.64,42,Active,4.88
MTR0659,Central,Residential,2025-02-26,163,30.29,22,Active,9.43
MTR0660,West,Industrial,2025-04-15,793,111.37,61,Active,9.77
MTR0661,South,Industrial,2025-04-26,817,198.07,35,Active,7.11
MTR0662,East,Commercial,2025-09-14,360,87.15,68,Faulty,7.66
MTR0663,Central,Industrial,2025-12-21,959,128.92,114,Active,11.21
MTR0664,North,Residential,2025-03-26,193,28.39,26,Active,8.89
MTR0665,Central,Commercial,2025-12-16,341,66.71,94,Active,6.54
MTR0666,North,Residential,2025-04-29,245,54.92,83,Active,6.78
MTR0667,West,Industrial,2025-12-23,993,173.51,16,Faulty,6.65
MTR0668,Central,Residential,2025-09-05,173,31.76,58,Faulty,8.83
MTR0669,South,Industrial,2025-10-02,678,101.04,14,Active,6.72
MTR0670,South,Commercial,2025-05-14,328,78.65,44,Active,7.64
MTR0671,South,Industrial,2025-06-04,957,247.22,58,Faulty,5.59
MTR0672,West,Industrial,2025-06-19,1002,295.12,96,Faulty,8.52
MTR0673,South,Industrial,2025-08-15,975,141.47,70,Active,4.67
MTR0674,West,Residential,2025-08-17,158,36.26,24,Active,6.06
MTR0675,Central,Residential,2025-01-12,92,27.2,50,Active,6.72
MTR0676,West,Industrial,2025-01-29,905,225.23,54,Active,7.11
MTR0677,Central,Commercial,2025-06-29,469,74.49,113,Active,11.45
MTR0678,East,Commercial,2025-03-25,453,66.07,38,Active,10.57
MTR0679,Central,Residential,2025-10-30,208,48.88,34,Active,8.39
MTR0680,West,Residential,2025-04-13,177,36.87,105,Active,10.34
MTR0681,Central,Commercial,2025-10-14,344,50.82,38,Faulty,10.34
MTR0682,East,Residential,2025-12-01,252,52.55,88,Active,4.7
MTR0683,Central,Commercial,2025-02-04,476,105.58,111,Active,9.3
MTR0684,North,Commercial,2025-09-20,258,57.97,18,Active,10.65
MTR0685,South,Commercial,2025-03-25,422,98.97,45,Active,6.54
MTR0686,North,Industrial,2025-04-10,597,130.07,111,Active,10.41
MTR0687,Central,Commercial,2025-12-17,324,86.9,1,Active,6.47
MTR0688,East,Commercial,2025-06-24,301,63.39,106,Active,10.78
MTR0689,West,Industrial,2025-09-27,649,131.67,9,Active,5.42
MTR0690,North,Commercial,2025-06-28,471,131.95,76,Active,11.29
MTR0691,South,Industrial,2025-06-05,723,198.27,18,Active,6.65
MTR0692,South,Residential,2025-02-10,170,44.11,96,Active,5.87
MTR0693,North,Industrial,2025-09-20,975,276.45,5,Active,9.17
MTR0694,North,Residential,2025-11-05,135,32.5,3,Active,10.42
MTR0695,Central,Industrial,2025-06-28,1022,215.52,8,Active,8.55
MTR0696,North,Industrial,2025-04-22,723,87.32,92,Active,6.0
MTR0697,West,Industrial,2025-09-01,725,174.9,13,Active,6.98
MTR0698,East,Commercial,2025-04-20,360,92.54,40,Active,5.27
MTR0699,South,Commercial,2025-07-04,525,94.01,14,Active,7.7
MTR0700,Central,Industrial,2025-08-16,934,277.67,54,Active,4.99
MTR0701,East,Industrial,2025-07-08,1232,296.88,50,Active,9.11
MTR0702,North,Residential,2025-03-15,174,44.1,114,Faulty,4.95
MTR0703,South,Commercial,2025-04-13,465,125.95,92,Active,9.85
MTR0704,West,Industrial,2025-05-20,904,216.96,51,Faulty,8.08
MTR0705,South,Commercial,2025-02-25,421,68.01,120,Active,5.2
MTR0706,North,Residential,2025-09-13,107,15.78,79,Active,9.82
MTR0707,West,Commercial,2025-08-27,443,92.25,33,Active,10.17
MTR0708,West,Industrial,2025-01-10,650,130.66,109,Active,7.72
MTR0709,North,Residential,2025-10-13,290,57.28,39,Active,7.91
MTR0710,North,Industrial,2025-12-12,1116,248.87,60,Active,5.59
MTR0711,North,Commercial,2025-05-15,577,148.85,36,Active,4.7
MTR0712,North,Residential,2025-07-07,192,36.19,54,Active,7.0
MTR0713,Central,Residential,2025-12-05,161,36.49,116,Active,10.58
MTR0714,North,Commercial,2025-03-28,509,103.31,110,Active,8.1
MTR0715,East,Commercial,2025-01-11,571,107.34,49,Active,5.18
MTR0716,East,Residential,2025-12-20,176,46.83,85,Active,8.8
MTR0717,Central,Commercial,2025-04-14,623,98.77,33,Active,11.47
MTR0718,East,Residential,2025-11-16,126,21.32,72,Active,7.83
MTR0719,South,Commercial,2025-02-09,422,83.52,69,Active,7.4
MTR0720,Central,Industrial,2025-09-21,1063,296.11,80,Active,10.54
MTR0721,West,Commercial,2025-04-20,537,142.63,109,Active,7.54
MTR0722,West,Industrial,2025-11-17,731,148.57,30,Active,9.3
MTR0723,Central,Commercial,2025-07-30,288,78.41,34,Active,9.02
MTR0724,Central,Industrial,2025-11-04,738,108.48,3,Active,10.29
MTR0725,East,Commercial,2025-10-14,450,70.36,34,Active,6.31
MTR0726,Central,Industrial,2025-10-09,585,152.57,7,Faulty,5.09
MTR0727,West,Commercial,2025-02-02,427,81.75,107,Active,5.48
MTR0728,North,Industrial,2025-09-14,1227,202.85,113,Active,8.7
MTR0729,Central,Commercial,2025-10-27,377,55.03,22,Active,6.42
MTR0730,East,Commercial,2025-10-29,528,129.85,14,Active,7.47
MTR0731,South,Commercial,2025-03-16,512,63.38,115,Active,10.39
MTR0732,North,Industrial,2025-12-10,1094,192.18,89,Active,10.19
MTR0733,North,Industrial,2025-05-02,538,154.38,117,Active,5.13
MTR0734,South,Commercial,2025-04-18,494,137.48,98,Active,10.03
MTR0735,Central,Residential,2025-09-09,234,65.01,104,Active,5.62
MTR0736,Central,Industrial,2025-02-03,1166,294.77,58,Active,9.83
MTR0737,South,Industrial,2025-08-16,534,83.31,39,Active,5.08
MTR0738,South,Residential,2025-09-22,278,73.02,40,Active,10.61
MTR0739,South,Commercial,2025-03-30,422,57.05,47,Active,10.63
MTR0740,West,Residential,2025-01-11,94,26.62,59,Active,9.41
MTR0741,South,Residential,2025-07-25,251,36.86,47,Active,8.47
MTR0742,North,Industrial,2025-09-27,1232,174.12,91,Active,11.12
MTR0743,Central,Commercial,2025-09-11,322,73.42,105,Active,9.24
MTR0744,East,Residential,2025-07-29,130,21.11,57,Faulty,7.09
MTR0745,East,Residential,2025-01-06,230,56.04,91,Active,7.46
MTR0746,West,Commercial,2025-02-07,521,93.74,30,Active,6.98
MTR0747,West,Industrial,2025-11-03,803,185.93,38,Faulty,9.2
MTR0748,South,Industrial,2025-01-22,767,161.59,119,Active,7.78
MTR0749,North,Commercial,2025-12-30,484,68.26,5,Faulty,7.99
MTR0750,Central,Industrial,2025-07-04,782,166.61,55,Faulty,6.71
MTR0751,East,Residential,2025-10-12,234,36.04,6,Active,4.75
MTR0752,Central,Residential,2025-12-28,242,30.82,45,Faulty,8.43
MTR0753,East,Commercial,2025-02-27,304,47.63,36,Active,5.68
MTR0754,West,Commercial,2025-10-16,529,113.57,73,Active,10.94
MTR0755,South,Commercial,2025-12-13,434,105.3,87,Active,7.11
MTR0756,North,Commercial,2025-03-20,332,66.97,34,Active,4.54
MTR0757,North,Industrial,2025-11-15,1078,170.37,6,Active,6.48
MTR0758,North,Industrial,2025-02-06,881,168.97,22,Active,9.9
MTR0759,East,Residential,2025-01-11,164,28.09,96,Faulty,5.58
MTR0760,Central,Commercial,2025-08-10,596,110.04,12,Active,8.09
MTR0761,East,Commercial,2025-07-18,421,57.36,54,Active,8.8
MTR0762,East,Industrial,2025-08-07,1048,309.36,86,Active,9.3
MTR0763,South,Commercial,2025-09-27,571,98.4,55,Active,10.11
MTR0764,Central,Residential,2025-03-07,190,32.91,6,Active,10.92
MTR0765,West,Residential,2025-09-19,227,54.24,72,Active,6.99
MTR0766,West,Residential,2025-09-15,123,18.74,23,Active,4.82
MTR0767,East,Industrial,2025-06-02,1002,232.75,33,Active,10.93
MTR0768,South,Residential,2025-04-05,93,18.42,2,Active,5.32
MTR0769,South,Industrial,2025-09-02,1215,212.02,104,Faulty,7.03
MTR0770,East,Commercial,2025-02-14,323,45.27,2,Active,5.82
MTR0771,North,Residential,2025-09-04,256,50.8,80,Faulty,8.27
MTR0772,North,Commercial,2025-08-26,474,66.82,115,Active,9.42
MTR0773,East,Commercial,2025-01-11,554,95.88,106,Active,4.86
MTR0774,North,Residential,2025-11-19,240,71.96,4,Active,7.9
MTR0775,West,Industrial,2025-11-10,609,75.16,73,Active,4.94
MTR0776,East,Commercial,2025-03-01,592,118.81,55,Active,6.52
MTR0777,South,Commercial,2025-06-26,376,84.89,87,Active,8.71
MTR0778,East,Residential,2025-05-31,205,53.97,102,Faulty,5.63
MTR0779,South,Commercial,2025-12-20,587,88.75,20,Active,5.21
MTR0780,East,Commercial,2025-06-05,343,102.85,45,Faulty,7.0
MTR0781,South,Residential,2025-09-15,123,17.28,29,Active,6.07
MTR0782,Central,Commercial,2025-07-01,534,146.11,111,Active,9.19
MTR0783,North,Commercial,2025-08-23,297,79.67,5,Active,5.67
MTR0784,North,Residential,2025-07-05,164,34.39,111,Active,9.03
MTR0785,Central,Residential,2025-03-04,111,18.22,103,Active,6.51
MTR0786,South,Residential,2025-05-17,186,27.4,96,Active,10.01
MTR0787,South,Commercial,2025-07-31,510,147.84,56,Active,4.57
MTR0788,West,Residential,2025-02-13,167,33.09,50,Active,9.12
